session_id,event_id,visitor_id,timestamp,event_index,page_view_index,custom_event_category,custom_event_action,custom_event_name,event_url,source_medium,campaign_name,goal_id
7396443272181760,359385577605564416,2f29412b582fa200,2021-02-07T22:09:27,0,,,,,https://banking.demopiwikpro.com/products/001.html,bing / organic,,"[None, '0']"
7396443272181760,7882390202297122816,2f29412b582fa200,2021-02-07T22:09:35,1,,,,,https://banking.demopiwikpro.com/products/001.html,bing / organic,,"[None, '0']"
7396443272181760,14227477523230836736,2f29412b582fa200,2021-02-07T22:09:39,2,,,,,https://banking.demopiwikpro.com/products/001.html,bing / organic,,"[None, '0']"
7396443272181760,3519492403161028608,2f29412b582fa200,2021-02-07T22:09:53,3,,,,,https://banking.demopiwikpro.com/products/001.html,bing / organic,,"[None, '0']"
7396443272181760,14459955897896073216,2f29412b582fa200,2021-02-07T22:10:00,4,,,,,https://banking.demopiwikpro.com/products/001.html,bing / organic,,"[None, '0']"
7396443272181760,7042222489813192704,2f29412b582fa200,2021-02-07T22:10:06,5,,,,,https://banking.demopiwikpro.com/cart.html,bing / organic,,"[None, '0']"
7396443272181760,13361674538542006272,2f29412b582fa200,2021-02-07T22:10:13,6,,,,,https://banking.demopiwikpro.com/products/001.html,bing / organic,,"[None, '0']"
7396443272181760,16771863284117121024,2f29412b582fa200,2021-02-07T22:10:23,7,,,,,https://banking.demopiwikpro.com/cart.html,bing / organic,,"[None, '0']"
15250809629146723,15250809629146723,5957676d3b753f69,2021-02-18T07:19:04,0,0.0,,,,https://banking.demopiwikpro.com/loans/,video / cpv,your first loan,"[None, '0']"
15250809629146723,11497357180699160252,5957676d3b753f69,2021-02-18T07:20:07,1,,,,,https://banking.demopiwikpro.com/loans/?_id=8604c4fb49ea4000,video / cpv,your first loan,"[None, '0']"
15250809629146723,8570840683918349356,5957676d3b753f69,2021-02-18T07:21:10,2,,,,,https://banking.demopiwikpro.com/loans/?_id=8604c4fb49ea4000,video / cpv,your first loan,"[None, '0']"
27450806533608027,27450806533608027,186af40e19b1cfdf,2021-02-27T00:55:45,0,0.0,,,,https://banking.demopiwikpro.com/credit-cards/,www.economist.com / referral,,"[None, '0']"
27450806533608027,13993705938103279683,186af40e19b1cfdf,2021-02-27T00:56:13,1,,,,,https://banking.demopiwikpro.com/credit-cards/?_id=15b10fe8cd41a900,www.economist.com / referral,,"[None, '0']"
27450806533608027,49549207269051923,186af40e19b1cfdf,2021-02-27T00:56:41,2,,,,,https://banking.demopiwikpro.com/credit-cards/?_id=15b10fe8cd41a900,www.economist.com / referral,,"[None, '0']"
27450806533608027,272877132150639238,186af40e19b1cfdf,2021-02-27T00:57:09,3,,,,,https://banking.demopiwikpro.com/credit-cards/?_id=15b10fe8cd41a900,www.economist.com / referral,,"[None, '0']"
27450806533608027,14259291855853150245,186af40e19b1cfdf,2021-02-27T00:57:37,4,,Video,Play,Video C,https://banking.demopiwikpro.com/credit-cards/?_id=15b10fe8cd41a900,www.economist.com / referral,,"[None, '0']"
27450806533608027,3106210792526501907,186af40e19b1cfdf,2021-02-27T00:58:05,5,,Video,Pause,Video C,https://banking.demopiwikpro.com/credit-cards/?_id=15b10fe8cd41a900,www.economist.com / referral,,"[None, '0']"
27450806533608027,5867931024986283173,186af40e19b1cfdf,2021-02-27T00:58:33,6,,Video,Seeked when paused,Video C,https://banking.demopiwikpro.com/credit-cards/?_id=15b10fe8cd41a900,www.economist.com / referral,,"[None, '0']"
27450806533608027,4434974648585747507,186af40e19b1cfdf,2021-02-27T00:59:01,7,,Video,Resume,Video C,https://banking.demopiwikpro.com/credit-cards/?_id=15b10fe8cd41a900,www.economist.com / referral,,"[None, '0']"
27450806533608027,1366538808384683649,186af40e19b1cfdf,2021-02-27T00:59:29,8,,Video,Progress - 25%,Video C,https://banking.demopiwikpro.com/credit-cards/?_id=15b10fe8cd41a900,www.economist.com / referral,,"[None, '0']"
27450806533608027,5527226297167790899,186af40e19b1cfdf,2021-02-27T00:59:57,9,,Video,Seeked during playback,Video C,https://banking.demopiwikpro.com/credit-cards/?_id=15b10fe8cd41a900,www.economist.com / referral,,"[None, '0']"
27450806533608027,2095553694940220540,186af40e19b1cfdf,2021-02-27T01:00:25,10,,,,,https://banking.demopiwikpro.com/credit-cards/?_id=15b10fe8cd41a900,www.economist.com / referral,,"[None, '0']"
27450806533608027,10014915236972528476,186af40e19b1cfdf,2021-02-27T01:00:53,11,1.0,,,,https://banking.demopiwikpro.com/loans/,www.economist.com / referral,,"[None, '0']"
27450806533608027,1187813826568076305,186af40e19b1cfdf,2021-02-27T01:01:21,12,2.0,,,,https://banking.demopiwikpro.com/choose-loan-for-you/,www.economist.com / referral,,"[None, '0']"
27450806533608027,11370904672567589926,186af40e19b1cfdf,2021-02-27T01:01:49,13,,Loan Creator,Loan Type Choice,consumer_loan,https://banking.demopiwikpro.com/choose-loan-for-you/,www.economist.com / referral,,"[None, '0']"
27450806533608027,6935075553315670434,186af40e19b1cfdf,2021-02-27T01:02:17,14,3.0,,,,https://banking.demopiwikpro.com/choose-loan-for-you/consumer-loan-success/,www.economist.com / referral,,"[None, '0']"
27450806533608027,93517220763193618,186af40e19b1cfdf,2021-02-27T01:02:17,15,,,,,https://banking.demopiwikpro.com/choose-loan-for-you/consumer-loan-success/,www.economist.com / referral,,"[1, '1']"
27450806533608027,9056409487310600318,186af40e19b1cfdf,2021-02-27T01:02:17,16,,,,,https://banking.demopiwikpro.com/choose-loan-for-you/consumer-loan-success/,www.economist.com / referral,,"[2, '2']"
27450806533608027,6098099613595121226,186af40e19b1cfdf,2021-02-27T01:02:45,17,4.0,,,,https://banking.demopiwikpro.com/new-or-existing-customer/,www.economist.com / referral,,"[None, '0']"
27450806533608027,17821432931147364420,186af40e19b1cfdf,2021-02-27T01:03:13,18,5.0,,,,https://banking.demopiwikpro.com/loan-form-existing-customer/,www.economist.com / referral,,"[None, '0']"
27450806533608027,11570885679308790017,186af40e19b1cfdf,2021-02-27T01:03:41,19,,Form timing: Loan Form - Existing Customer,loan_type,,https://banking.demopiwikpro.com/loan-form-existing-customer/,www.economist.com / referral,,"[None, '0']"
27450806533608027,8861109260517530090,186af40e19b1cfdf,2021-02-27T01:04:09,20,,Form timing: Loan Form - Existing Customer,are_you_interested_in_an_insurance,,https://banking.demopiwikpro.com/loan-form-existing-customer/,www.economist.com / referral,,"[None, '0']"
27450806533608027,4928452425293513111,186af40e19b1cfdf,2021-02-27T01:04:37,21,6.0,,,,https://banking.demopiwikpro.com/blog/the-10-most-successful-money-companies-in-region,www.economist.com / referral,,"[None, '0']"
27450806533608027,4636919480044836408,186af40e19b1cfdf,2021-02-27T01:05:05,22,,Heatmap events,25%,,https://banking.demopiwikpro.com/blog/the-10-most-successful-money-companies-in-region,www.economist.com / referral,,"[None, '0']"
41346057691525410,41346057691525410,67e89542fb518400,2021-02-06T07:47:28,0,0.0,,,,https://banking.demopiwikpro.com/,bing / organic,,"[None, '0']"
41346057691525410,10807795727339532919,67e89542fb518400,2021-02-06T07:47:38,1,,,,,https://banking.demopiwikpro.com/,bing / organic,,"[None, '0']"
41346057691525410,9534577299917168806,67e89542fb518400,2021-02-06T07:47:48,2,,,,,https://banking.demopiwikpro.com/,bing / organic,,"[None, '0']"
41346057691525410,306022973850988419,67e89542fb518400,2021-02-06T07:47:58,3,,,,,https://banking.demopiwikpro.com/,bing / organic,,"[None, '0']"
73564250923417165,73564250923417165,50e5ae7a24bb9800,2021-03-11T06:50:06,0,0.0,,,,https://banking.demopiwikpro.com/loans/,www.economist.com / referral,,"[None, '0']"
73564250923417165,11926997905466036118,50e5ae7a24bb9800,2021-03-11T06:50:10,1,,,,,https://banking.demopiwikpro.com/loans/?_id=50e5ae7a24bb9800,www.economist.com / referral,,"[None, '0']"
